sample_id,latitude,longitude,nearest_moil_mine,distance_to_mine_km,elevation_m,ndvi_sentinel2,soil_moisture_sar_pct,lst_celsius_landsat9,rainfall_annual_chirps_mm,bouguer_gravity_anomaly_mgal,swir_alteration_ratio,magnetic_susceptibility_si,manganese_present
MOIL-SAMP-02155,21.48265,78.95811,Gumgaon Mine,11.12,383.8,0.465,39.4,35.9,1441.5,-6.73,1.126,8.9,0
MOIL-SAMP-02156,22.10561,79.3264,Mansar Mine,78.44,451.5,0.621,20.5,32.3,1163.6,2.56,1.15,27.2,0
MOIL-SAMP-02157,21.59057,79.7351,Chikla Mine,2.97,307.9,0.556,54.3,28.8,1274.5,-5.19,1.06,9.3,0
MOIL-SAMP-02158,22.07859,79.94854,Tirodi Mine,49.44,315.1,0.435,38.9,35.6,1373.4,1.36,0.909,3.4,0
MOIL-SAMP-02159,21.32844,79.7357,Chikla Mine,26.11,339.7,0.562,31.2,32.5,1267.3,-13.88,1.207,9.6,0
MOIL-SAMP-02160,21.29387,80.23367,Balaghat Mine (Largest underground Mn mine),56.44,370.0,0.623,48.2,33.5,1440.9,-9.52,0.807,14.3,0
MOIL-SAMP-02161,21.36839,80.00801,Balaghat Mine (Largest underground Mn mine),51.45,449.0,0.652,51.6,33.7,1221.1,-8.67,1.026,7.2,0
MOIL-SAMP-02162,22.06261,80.13772,Balaghat Mine (Largest underground Mn mine),29.21,341.7,0.762,35.8,29.5,1248.3,-2.89,1.368,4.1,0
MOIL-SAMP-02163,21.25329,78.98126,Gumgaon Mine,15.41,351.3,0.61,48.6,30.5,1279.8,0.76,1.058,12.2,0
MOIL-SAMP-02164,21.72134,79.30107,Mansar Mine,35.87,447.1,0.684,62.9,29.8,1282.8,2.31,1.045,8.4,0
MOIL-SAMP-02165,21.59588,80.46372,Ukwa Mine,41.15,328.3,0.574,38.0,36.0,1338.4,-12.99,1.438,4.0,0
MOIL-SAMP-02166,21.29885,80.0026,Balaghat Mine (Largest underground Mn mine),58.87,389.6,0.75,38.3,29.1,1370.1,4.96,1.226,9.6,0
MOIL-SAMP-02167,22.08289,80.04629,Dongri Buzurg Mine,68.74,483.5,0.656,40.5,33.1,1417.8,-9.75,1.79,17.5,0
MOIL-SAMP-02168,21.41644,80.1101,Balaghat Mine (Largest underground Mn mine),43.43,398.5,0.681,38.4,33.9,1327.6,2.99,1.041,11.1,0
MOIL-SAMP-02169,22.05462,79.88435,Tirodi Mine,44.11,444.8,0.708,35.9,33.0,1341.0,-4.04,1.181,15.2,0
MOIL-SAMP-02170,21.66538,80.54184,Ukwa Mine,34.32,470.5,0.671,34.5,33.0,1263.3,-6.18,1.363,-2.1,0
MOIL-SAMP-02171,21.64068,79.6349,Tirodi Mine,9.83,407.6,0.639,56.7,35.5,1355.1,-12.31,1.388,10.0,0
MOIL-SAMP-02172,21.99405,80.25569,Balaghat Mine (Largest underground Mn mine),22.33,395.3,0.604,51.1,26.7,1373.5,-1.86,1.199,10.5,0
MOIL-SAMP-02173,21.93538,79.82223,Tirodi Mine,29.47,348.8,0.625,54.5,27.3,1300.1,-16.19,1.348,8.8,0
MOIL-SAMP-02174,21.15331,80.56748,,999.0,346.7,0.546,69.0,29.8,1453.0,-6.03,1.255,9.9,0
MOIL-SAMP-02175,21.96798,79.71772,Tirodi Mine,30.9,444.8,0.566,35.9,31.2,1384.9,-7.23,1.248,27.0,0
MOIL-SAMP-02176,21.71724,80.53308,Ukwa Mine,28.53,424.7,0.705,42.6,36.0,1236.6,-0.96,1.466,20.8,0
MOIL-SAMP-02177,21.50892,80.0773,Balaghat Mine (Largest underground Mn mine),34.39,431.7,0.524,56.8,28.7,1331.6,-1.89,1.186,11.8,0
MOIL-SAMP-02178,21.55061,79.98809,Balaghat Mine (Largest underground Mn mine),34.64,397.1,0.654,47.9,33.0,1256.1,-6.87,1.298,3.7,0
MOIL-SAMP-02179,22.10882,79.0132,Gumgaon Mine,79.35,332.3,0.716,35.7,34.8,1252.9,-10.19,1.403,8.3,0
MOIL-SAMP-02180,21.68463,80.57967,Ukwa Mine,33.39,374.7,0.611,50.6,32.2,1354.4,-13.73,1.389,4.1,0
MOIL-SAMP-02181,21.23046,79.67735,Chikla Mine,37.54,298.7,0.652,36.5,31.2,1293.1,-5.65,1.322,-0.2,0
MOIL-SAMP-02182,21.91651,80.01603,Dongri Buzurg Mine,51.91,385.2,0.694,29.8,30.8,1208.2,-5.25,1.17,9.4,0
MOIL-SAMP-02183,21.32662,78.9208,Gumgaon Mine,11.1,334.6,0.732,15.0,26.7,1199.8,-10.62,0.667,24.8,0
MOIL-SAMP-02184,21.53416,79.19381,Kandri Mine,15.01,353.9,0.625,27.5,31.6,1471.3,-3.79,1.152,8.6,0
MOIL-SAMP-02185,21.84588,80.46363,Ukwa Mine,13.51,366.7,0.533,28.6,25.9,1335.0,-1.72,1.233,15.9,0
MOIL-SAMP-02186,21.78062,79.49667,Mansar Mine,48.24,462.3,0.655,39.3,27.3,1393.5,-3.58,1.392,13.9,0
MOIL-SAMP-02187,21.23486,79.98902,Balaghat Mine (Largest underground Mn mine),66.02,421.9,0.516,15.0,27.4,1250.4,0.9,1.077,16.0,0
MOIL-SAMP-02188,21.88532,79.1019,Gumgaon Mine,55.59,321.2,0.762,41.1,34.1,1119.1,-9.99,0.988,17.0,0
MOIL-SAMP-02189,21.34309,80.14553,Balaghat Mine (Largest underground Mn mine),50.98,297.3,0.799,34.7,33.7,1395.1,-1.37,1.139,13.5,0
MOIL-SAMP-02190,21.74295,79.73062,Tirodi Mine,6.23,425.7,0.444,44.7,33.3,1341.9,-5.87,1.474,14.5,0
MOIL-SAMP-02191,21.21299,79.82299,Balaghat Mine (Largest underground Mn mine),75.28,333.1,0.607,40.8,29.9,1129.0,-7.36,0.846,16.4,0
MOIL-SAMP-02192,21.45773,79.81109,Sitasaongi Mine,14.79,386.6,0.47,33.1,31.4,1301.3,-7.06,0.899,12.2,0
MOIL-SAMP-02193,21.98425,79.65875,Tirodi Mine,33.21,438.3,0.434,49.6,32.5,1266.6,-4.41,1.253,9.3,0
MOIL-SAMP-02194,22.14583,78.91668,,999.0,462.9,0.722,46.5,29.1,1301.8,-4.52,1.019,18.7,0
MOIL-SAMP-02195,21.20605,80.268,Balaghat Mine (Largest underground Mn mine),66.47,436.2,0.633,34.0,28.3,1288.3,-5.98,1.307,7.0,0
MOIL-SAMP-02196,21.19281,79.06274,Gumgaon Mine,22.8,298.9,0.624,40.0,32.3,1294.0,-1.19,1.228,7.3,0
MOIL-SAMP-02197,21.9571,80.05117,Balaghat Mine (Largest underground Mn mine),22.14,419.0,0.602,46.8,31.4,1334.6,-1.63,0.998,25.2,0
MOIL-SAMP-02198,21.60837,80.07054,Balaghat Mine (Largest underground Mn mine),24.62,254.0,0.655,39.7,33.8,1153.8,-10.63,0.608,21.5,0
MOIL-SAMP-02199,22.02426,79.11812,Gumgaon Mine,71.01,376.4,0.726,34.1,31.2,1368.2,-0.4,1.091,14.3,0
MOIL-SAMP-02200,21.72935,80.51467,Ukwa Mine,26.82,410.7,0.487,48.8,31.7,1348.2,-1.9,1.324,9.0,0
MOIL-SAMP-02201,21.18688,79.10486,Mansar Mine,29.13,352.7,0.52,59.2,26.1,1296.9,-2.76,0.987,17.7,0
MOIL-SAMP-02202,21.80383,79.6982,Tirodi Mine,12.87,395.5,0.88,46.3,30.0,1411.9,-13.48,1.263,12.2,0
MOIL-SAMP-02203,22.06802,78.93244,Gumgaon Mine,75.19,485.6,0.677,47.7,32.2,1200.7,-7.83,0.823,8.6,0
MOIL-SAMP-02204,21.8513,79.08497,Gumgaon Mine,51.58,358.2,0.544,36.2,32.3,1319.6,-3.29,1.03,15.4,0
MOIL-SAMP-02205,21.32225,78.93992,Gumgaon Mine,10.03,403.3,0.439,39.7,32.6,1359.8,2.98,1.163,19.6,0
MOIL-SAMP-02206,21.45734,80.27865,Ukwa Mine,59.75,328.6,0.61,40.5,29.4,1256.5,-3.33,1.16,13.7,0
MOIL-SAMP-02207,21.60618,79.15724,Gumgaon Mine,28.66,441.5,0.45,44.6,30.9,1352.1,1.98,0.907,3.9,0
MOIL-SAMP-02208,21.74104,80.32204,Ukwa Mine,29.27,415.4,0.494,42.1,34.5,1371.1,-4.71,1.136,25.8,0
MOIL-SAMP-02209,21.25633,79.74486,Chikla Mine,34.08,405.8,0.538,41.2,26.5,1367.0,-13.93,0.913,5.5,0
MOIL-SAMP-02210,21.94918,79.24703,Gumgaon Mine,66.69,363.1,0.751,21.6,28.1,1279.7,-10.38,0.819,8.7,0
MOIL-SAMP-02211,21.95445,79.61718,Tirodi Mine,31.1,451.0,0.625,46.7,31.7,1311.0,-11.42,1.513,19.6,0
MOIL-SAMP-02212,21.96152,80.61795,Ukwa Mine,15.5,388.0,0.569,52.4,30.5,1453.2,-0.39,1.353,19.1,0
MOIL-SAMP-02213,21.8284,79.43362,Mansar Mine,50.42,403.4,0.636,40.7,31.8,1297.0,-4.58,1.167,1.4,0
MOIL-SAMP-02214,22.12585,79.88674,Tirodi Mine,51.52,475.1,0.571,35.7,35.6,1269.8,-3.83,1.282,12.4,0
MOIL-SAMP-02215,21.28733,80.35557,Ukwa Mine,76.15,296.4,0.832,40.1,34.0,1381.7,-5.85,0.896,26.5,0
MOIL-SAMP-02216,21.9431,80.22561,Balaghat Mine (Largest underground Mn mine),16.04,429.3,0.523,41.1,33.0,1445.8,-14.89,1.15,20.3,0
MOIL-SAMP-02217,21.74309,79.45391,Mansar Mine,42.51,453.1,0.576,70.7,31.3,1301.1,-2.19,1.229,21.9,0
MOIL-SAMP-02218,21.27075,79.10423,Gumgaon Mine,16.97,353.9,0.708,20.9,26.5,1412.9,-0.32,1.313,12.4,0
MOIL-SAMP-02219,21.56515,80.10333,Balaghat Mine (Largest underground Mn mine),27.64,350.4,0.664,57.9,32.6,1413.0,-3.0,1.335,10.6,0
MOIL-SAMP-02220,21.70341,79.63959,Tirodi Mine,7.97,407.6,0.646,30.0,30.7,1270.9,0.09,1.341,15.0,0
MOIL-SAMP-02221,22.07568,78.92326,Gumgaon Mine,76.13,394.5,0.699,54.0,32.2,1348.7,-6.5,0.815,4.8,0
MOIL-SAMP-02222,21.24997,80.37526,,999.0,316.4,0.53,32.5,31.0,1341.5,-2.72,1.498,12.7,0
MOIL-SAMP-02223,21.76244,80.24979,Balaghat Mine (Largest underground Mn mine),7.83,517.9,0.843,53.7,29.9,1213.2,-2.99,0.674,17.0,0
MOIL-SAMP-02224,21.16563,79.72654,Chikla Mine,44.13,363.3,0.764,32.8,30.2,1329.1,-1.31,1.24,11.9,0
MOIL-SAMP-02225,21.15635,79.17294,Mansar Mine,28.66,432.4,0.787,27.3,32.4,1295.7,-15.17,1.357,11.8,0
MOIL-SAMP-02226,21.23914,80.02316,Balaghat Mine (Largest underground Mn mine),64.56,394.0,0.599,34.2,37.0,1351.0,-9.41,0.979,8.4,0
MOIL-SAMP-02227,22.03692,79.5992,Tirodi Mine,40.34,430.7,0.801,36.9,34.2,1209.7,-0.09,0.894,23.9,0
MOIL-SAMP-02228,21.95741,80.24061,Balaghat Mine (Largest underground Mn mine),17.99,473.5,0.629,32.5,27.0,1325.6,-9.94,1.555,5.2,0
MOIL-SAMP-02229,21.84236,79.22109,Gumgaon Mine,54.78,378.5,0.797,35.5,30.4,1143.1,-15.78,1.228,17.8,0
MOIL-SAMP-02230,21.78983,79.79156,Tirodi Mine,13.72,399.5,0.515,46.3,29.6,1368.0,-4.93,1.01,9.9,0
MOIL-SAMP-02231,21.56203,80.53856,Ukwa Mine,45.48,419.1,0.594,22.8,31.3,1393.9,-6.37,1.173,4.3,0
MOIL-SAMP-02232,21.76054,78.91772,Gumgaon Mine,41.78,303.4,0.605,50.8,30.8,1167.9,-12.43,1.062,7.0,0
MOIL-SAMP-02233,21.33,79.7498,Chikla Mine,25.94,431.4,0.734,72.3,30.8,1306.4,-1.16,1.446,19.2,0
MOIL-SAMP-02234,22.1003,79.97894,Tirodi Mine,53.09,337.1,0.804,31.6,32.2,1291.8,-5.72,1.466,4.0,0
MOIL-SAMP-02235,21.93258,79.47614,Mansar Mine,62.75,487.4,0.801,46.7,32.1,1416.0,-3.5,0.922,7.7,0
MOIL-SAMP-02236,21.15457,79.27415,Mansar Mine,26.92,325.5,0.702,39.4,32.8,1195.9,-9.45,1.084,12.9,0
MOIL-SAMP-02237,21.26751,79.80436,Chikla Mine,33.47,432.7,0.617,41.2,31.4,1387.4,-10.09,1.206,20.8,0
MOIL-SAMP-02238,21.24568,79.50142,Dongri Buzurg Mine,39.67,371.9,0.598,30.4,30.6,1397.6,-6.88,1.293,16.3,0
MOIL-SAMP-02239,21.91113,79.8215,Tirodi Mine,26.97,422.9,0.61,68.9,32.0,1297.8,-3.63,1.266,12.7,0
MOIL-SAMP-02240,21.36928,80.2366,Balaghat Mine (Largest underground Mn mine),48.17,400.7,0.492,42.0,30.2,1322.0,-2.89,1.444,15.4,0
MOIL-SAMP-02241,21.80933,79.34757,Mansar Mine,46.13,402.8,0.724,44.2,27.7,1254.7,-5.07,1.316,14.3,0
MOIL-SAMP-02242,21.34372,80.2839,Ukwa Mine,71.6,363.7,0.509,37.6,29.8,1405.1,-11.28,0.976,17.5,0
MOIL-SAMP-02243,21.83524,80.59343,Ukwa Mine,19.57,355.0,0.396,61.0,28.8,1403.1,-9.81,1.348,25.1,0
MOIL-SAMP-02244,21.62441,79.16738,Gumgaon Mine,30.92,386.6,0.726,54.8,33.9,1366.4,-6.93,0.965,5.9,0
MOIL-SAMP-02245,21.82014,78.92761,Gumgaon Mine,48.06,444.2,0.579,36.9,33.6,1246.1,-6.57,1.79,20.1,0
MOIL-SAMP-02246,21.79486,79.36312,Mansar Mine,44.86,411.0,0.624,43.1,32.2,1285.6,-10.28,1.121,18.7,0
MOIL-SAMP-02247,21.58467,79.45173,Mansar Mine,27.73,293.7,0.423,42.5,31.8,1322.0,-0.82,1.41,17.6,0
MOIL-SAMP-02248,21.95515,80.21513,Balaghat Mine (Largest underground Mn mine),17.12,387.7,0.673,56.1,29.4,1467.8,-0.49,1.145,12.4,0
MOIL-SAMP-02249,21.19332,80.18275,Balaghat Mine (Largest underground Mn mine),67.36,365.6,0.783,56.2,32.5,1339.7,-1.37,0.966,20.8,0
MOIL-SAMP-02250,22.07486,79.1666,Gumgaon Mine,77.48,479.4,0.537,31.2,32.8,1346.4,-1.59,0.984,8.0,0
MOIL-SAMP-02251,21.93549,79.72311,Tirodi Mine,27.32,451.5,0.523,46.1,30.0,1331.2,-1.56,0.9,5.3,0
MOIL-SAMP-02252,21.26607,80.46114,,999.0,345.0,0.559,62.9,30.1,1344.3,-10.62,1.101,4.8,0
MOIL-SAMP-02253,21.8714,79.91687,Dongri Buzurg Mine,41.81,481.7,0.476,60.7,33.2,1325.2,-3.13,1.166,20.2,0
MOIL-SAMP-02254,21.47597,79.20775,Kandri Mine,8.96,352.9,0.757,51.3,32.3,1259.7,-11.86,0.998,4.2,0
MOIL-SAMP-02255,21.82685,79.43623,Mansar Mine,50.35,471.5,0.549,48.9,33.7,1197.6,-3.8,1.278,17.0,0
MOIL-SAMP-02256,21.92898,79.43704,Mansar Mine,61.12,460.0,0.782,40.8,33.7,1303.8,-1.48,0.789,18.5,0
MOIL-SAMP-02257,21.24806,80.17795,Balaghat Mine (Largest underground Mn mine),61.31,351.4,0.654,48.5,33.0,1306.0,1.71,1.487,12.4,0
MOIL-SAMP-02258,22.01989,79.52596,Tirodi Mine,41.53,374.2,0.543,21.5,31.5,1268.2,-19.14,1.222,8.2,0
MOIL-SAMP-02259,21.37066,79.69778,Chikla Mine,21.92,466.5,0.609,37.6,33.3,1212.4,-7.91,1.393,19.6,0
MOIL-SAMP-02260,21.63441,80.45288,Ukwa Mine,36.92,406.4,0.661,25.9,24.6,1425.9,-6.19,1.233,19.2,0
MOIL-SAMP-02261,21.29494,80.5202,,999.0,286.4,0.859,29.6,31.8,1405.3,-1.63,0.845,8.7,0
MOIL-SAMP-02262,21.60499,79.54719,Tirodi Mine,19.66,411.7,0.829,31.0,30.6,1323.1,-5.18,1.503,9.0,0
MOIL-SAMP-02263,21.2864,80.14568,Balaghat Mine (Largest underground Mn mine),57.23,382.1,0.713,37.7,30.2,1144.4,-1.85,1.251,8.9,0
MOIL-SAMP-02264,21.78202,80.606,Ukwa Mine,25.02,460.3,0.532,34.0,31.0,1390.5,0.43,1.049,-4.6,0
MOIL-SAMP-02265,21.35221,79.07898,Gumgaon Mine,9.0,356.5,0.739,47.5,33.8,1387.4,-4.48,1.336,5.7,0
MOIL-SAMP-02266,21.84221,78.95737,Gumgaon Mine,50.09,315.0,0.679,58.5,32.8,1333.4,1.6,0.764,17.4,0
MOIL-SAMP-02267,21.2865,80.38297,Ukwa Mine,75.86,349.4,0.697,40.8,29.0,1286.1,2.47,1.728,13.8,0
MOIL-SAMP-02268,21.60858,79.15816,Gumgaon Mine,28.93,412.9,0.651,37.1,34.1,1285.6,-1.91,1.058,13.6,0
MOIL-SAMP-02269,21.49358,80.44554,Ukwa Mine,52.51,431.4,0.649,48.5,31.2,1346.3,-3.27,1.173,4.6,0
MOIL-SAMP-02270,21.75364,80.27118,Balaghat Mine (Largest underground Mn mine),10.22,461.7,0.547,31.9,26.5,1305.4,-7.61,0.796,14.9,0
MOIL-SAMP-02271,21.788,79.95075,Sitasaongi Mine,29.99,487.8,0.617,60.9,36.1,1423.3,-3.39,1.419,5.2,0
MOIL-SAMP-02272,21.31994,80.59624,,999.0,270.9,0.751,31.4,32.3,1239.0,-7.97,1.123,16.3,0
MOIL-SAMP-02273,22.005,79.00565,Gumgaon Mine,67.87,419.3,0.729,41.5,37.2,1218.6,-1.04,1.159,18.7,0
MOIL-SAMP-02274,22.00697,79.73058,Tirodi Mine,35.25,380.9,0.614,40.5,28.0,1411.0,0.42,1.366,15.4,0
MOIL-SAMP-02275,22.14566,79.91485,Tirodi Mine,54.61,520.3,0.57,42.5,31.4,1344.3,-3.0,1.059,16.1,0
MOIL-SAMP-02276,21.98699,79.35251,Mansar Mine,65.64,349.1,0.513,17.1,26.6,1191.0,-0.3,1.196,9.0,0
MOIL-SAMP-02277,21.88002,80.17512,Balaghat Mine (Largest underground Mn mine),8.66,397.9,0.537,36.1,27.5,1422.1,2.45,1.115,11.4,0
MOIL-SAMP-02278,21.39665,79.43913,Mansar Mine,17.22,234.4,0.545,31.8,28.4,1315.7,7.54,1.146,-2.9,0
MOIL-SAMP-02279,21.72947,80.45528,Ukwa Mine,26.41,342.1,0.88,47.0,33.2,1379.7,-7.46,0.932,19.8,0
MOIL-SAMP-02280,21.74177,79.11815,Gumgaon Mine,40.56,473.7,0.543,46.3,29.2,1229.5,-14.4,0.846,14.2,0
MOIL-SAMP-02281,21.7237,78.85914,Gumgaon Mine,39.67,404.2,0.668,53.3,32.5,1259.4,-5.01,1.193,16.6,0
MOIL-SAMP-02282,22.13018,78.92211,,999.0,450.4,0.511,42.4,30.9,1281.4,-11.0,1.301,6.5,0
MOIL-SAMP-02283,21.62065,80.23349,Balaghat Mine (Largest underground Mn mine),20.67,414.8,0.563,48.1,30.3,1388.3,-5.0,1.369,10.6,0
MOIL-SAMP-02284,21.18362,79.80602,Balaghat Mine (Largest underground Mn mine),78.97,332.1,0.811,35.8,30.3,1255.1,3.88,0.961,9.5,0
MOIL-SAMP-02285,21.62927,80.28643,Ukwa Mine,41.88,275.0,0.457,57.4,33.2,1387.6,-20.99,1.226,7.9,0
MOIL-SAMP-02286,21.97129,79.66439,Tirodi Mine,31.7,420.7,0.517,54.8,30.7,1309.8,4.59,1.141,9.7,0
MOIL-SAMP-02287,21.39051,79.85528,Sitasaongi Mine,23.41,239.0,0.546,60.3,25.9,1169.2,-9.99,1.539,14.4,0
MOIL-SAMP-02288,21.16242,80.16722,Balaghat Mine (Largest underground Mn mine),70.8,283.4,0.401,50.7,35.1,1368.0,3.45,1.003,8.7,0
MOIL-SAMP-02289,22.09993,79.08888,Gumgaon Mine,78.87,388.3,0.632,23.8,32.9,1345.2,-0.03,0.946,8.6,0
MOIL-SAMP-02290,21.44579,80.01575,Balaghat Mine (Largest underground Mn mine),43.24,386.5,0.806,50.6,30.2,1426.5,-9.99,1.175,2.3,0
MOIL-SAMP-02291,21.24073,79.71361,Chikla Mine,35.92,361.1,0.514,59.3,28.0,1336.8,-2.95,1.343,9.0,0
MOIL-SAMP-02292,21.45484,80.11595,Balaghat Mine (Largest underground Mn mine),39.14,459.8,0.698,46.8,29.8,1274.9,-12.98,1.424,5.9,0
MOIL-SAMP-02293,22.00792,80.19512,Balaghat Mine (Largest underground Mn mine),22.73,449.7,0.723,24.0,26.5,1391.4,-9.86,1.077,11.8,0
MOIL-SAMP-02294,21.17441,79.66871,Chikla Mine,43.79,352.1,0.72,31.3,30.1,1315.5,3.87,1.203,11.5,0
MOIL-SAMP-02295,21.92184,80.42356,Ukwa Mine,6.86,419.1,0.786,16.9,26.6,1449.1,-15.46,1.075,7.9,0
MOIL-SAMP-02296,21.55536,80.27175,Ukwa Mine,49.92,279.9,0.695,29.0,26.9,1323.9,-2.33,1.415,10.5,0
MOIL-SAMP-02297,21.52042,79.68573,Dongri Buzurg Mine,3.9,420.6,0.48,53.3,33.9,1365.8,-6.81,1.222,22.2,0
MOIL-SAMP-02298,21.7834,80.39869,Ukwa Mine,21.63,426.7,0.638,20.2,34.9,1337.1,-8.94,0.747,5.5,0
MOIL-SAMP-02299,21.2207,80.45818,,999.0,323.4,0.577,28.8,28.4,1322.8,-5.56,1.311,3.3,0
MOIL-SAMP-02300,21.48291,78.90889,Gumgaon Mine,14.06,325.0,0.696,36.4,33.9,1294.8,3.29,1.023,19.8,0
MOIL-SAMP-02301,21.5759,79.33562,Mansar Mine,20.71,437.3,0.695,33.8,35.5,1407.7,-5.27,0.633,13.1,0
MOIL-SAMP-02302,22.0961,79.82638,Tirodi Mine,46.52,500.3,0.636,56.9,33.4,1133.1,-1.87,1.592,19.5,0
MOIL-SAMP-02303,21.94448,80.26785,Balaghat Mine (Largest underground Mn mine),17.77,441.1,0.791,41.5,31.1,1284.5,-4.99,1.072,10.3,0
MOIL-SAMP-02304,21.23096,80.43553,,999.0,348.0,0.546,67.9,31.7,1260.7,-0.83,0.887,24.6,0
MOIL-SAMP-02305,21.88576,78.94866,Gumgaon Mine,54.97,418.9,0.463,45.3,35.4,1445.6,-7.8,1.091,6.5,0
MOIL-SAMP-02306,22.09532,80.06438,Dongri Buzurg Mine,70.9,385.7,0.665,36.9,29.2,1404.8,0.42,1.345,18.7,0
MOIL-SAMP-02307,22.03798,79.04974,Gumgaon Mine,71.68,439.8,0.684,40.4,34.1,1247.5,4.61,1.152,13.4,0
MOIL-SAMP-02308,21.51559,79.96444,Balaghat Mine (Largest underground Mn mine),39.2,351.4,0.722,30.0,24.3,1528.6,-0.74,1.4,13.4,0
MOIL-SAMP-02309,21.51557,79.16548,Kandri Mine,15.15,427.8,0.691,31.7,36.7,1313.2,-11.63,1.3,1.8,0
MOIL-SAMP-02310,21.70879,78.97061,Gumgaon Mine,35.27,430.6,0.758,42.1,34.9,1367.4,-0.48,0.826,13.4,0
MOIL-SAMP-02311,21.85934,79.21848,Gumgaon Mine,56.38,433.1,0.559,30.7,32.2,1327.7,-6.66,1.54,25.4,0
MOIL-SAMP-02312,22.13125,79.27954,Gumgaon Mine,86.71,391.2,0.511,35.4,32.8,1191.6,-0.68,1.18,12.6,0
MOIL-SAMP-02313,21.26356,79.71129,Chikla Mine,33.43,298.7,0.787,36.2,33.1,1365.9,-0.79,1.116,5.9,0
MOIL-SAMP-02314,22.08915,79.89421,Tirodi Mine,48.02,365.1,0.651,45.3,29.2,1335.0,-8.65,1.327,16.7,0
MOIL-SAMP-02315,22.1091,79.22763,Gumgaon Mine,82.73,368.7,0.571,40.2,35.8,1378.8,-3.33,1.039,1.5,0
MOIL-SAMP-02316,21.89502,79.25579,Mansar Mine,54.98,359.0,0.753,44.8,29.9,1444.0,-7.68,1.051,10.5,0
MOIL-SAMP-02317,21.50271,79.33124,Mansar Mine,13.06,418.2,0.755,34.3,32.8,1329.7,-4.42,1.189,10.4,0
MOIL-SAMP-02318,21.83023,79.34886,Mansar Mine,48.43,415.9,0.628,36.6,25.0,1275.6,-7.85,1.454,14.7,0
MOIL-SAMP-02319,21.21337,79.47141,Dongri Buzurg Mine,44.34,352.3,0.667,29.4,32.3,1320.3,-2.48,1.216,14.1,0
MOIL-SAMP-02320,21.63623,79.79803,Sitasaongi Mine,7.02,358.0,0.47,48.6,28.2,1221.2,-12.69,1.172,8.5,0
MOIL-SAMP-02321,21.27271,80.12769,Balaghat Mine (Largest underground Mn mine),58.9,376.0,0.492,59.8,34.4,1344.5,1.41,1.446,23.4,0
MOIL-SAMP-02322,21.82831,79.80914,Tirodi Mine,18.27,466.4,0.688,52.7,29.2,1269.6,-9.68,1.135,18.5,0
MOIL-SAMP-02323,21.44226,79.96771,Balaghat Mine (Largest underground Mn mine),45.84,361.0,0.777,27.0,31.4,1425.1,-11.03,1.576,3.1,0
MOIL-SAMP-02324,21.9499,80.55166,Ukwa Mine,8.87,426.2,0.701,29.9,27.2,1349.5,-6.06,1.836,21.7,0
MOIL-SAMP-02325,21.9588,80.54358,Ukwa Mine,7.87,402.1,0.623,38.8,33.7,1272.0,-1.63,1.018,20.8,0
MOIL-SAMP-02326,21.21563,80.45543,,999.0,276.3,0.756,26.0,33.1,1424.0,-4.09,1.264,7.9,0
MOIL-SAMP-02327,21.60787,78.99431,Gumgaon Mine,23.97,311.1,0.464,49.5,31.2,1199.8,-3.34,1.017,13.0,0
MOIL-SAMP-02328,22.04795,79.36907,Mansar Mine,72.55,456.1,0.592,21.6,32.8,1277.8,-8.97,1.077,18.1,0
MOIL-SAMP-02329,22.10663,79.04686,Gumgaon Mine,79.24,479.0,0.678,52.4,33.9,1199.6,-4.8,1.423,8.4,0
MOIL-SAMP-02330,21.42594,80.10475,Balaghat Mine (Largest underground Mn mine),42.5,285.9,0.612,56.0,34.6,1375.6,-0.37,1.114,2.8,0
MOIL-SAMP-02331,21.64633,80.42499,Ukwa Mine,35.84,389.3,0.758,49.9,31.2,1236.2,-4.44,1.233,11.4,0
MOIL-SAMP-02332,21.67069,79.9791,Balaghat Mine (Largest underground Mn mine),25.99,380.9,0.505,50.0,31.3,1252.9,-17.97,1.027,15.0,0
MOIL-SAMP-02333,21.44317,80.59523,,999.0,440.7,0.487,37.6,30.1,1309.4,-6.58,1.277,14.6,0
MOIL-SAMP-02334,21.69143,79.08765,Gumgaon Mine,34.34,390.3,0.78,20.0,36.7,1256.0,-8.65,1.386,3.0,0
MOIL-SAMP-02335,21.4967,79.64895,Dongri Buzurg Mine,8.08,270.6,0.456,33.2,30.5,1389.3,-4.07,1.28,10.7,0
MOIL-SAMP-02336,21.79468,79.37473,Mansar Mine,45.11,323.7,0.624,22.3,34.2,1333.5,-2.78,0.864,13.1,0
MOIL-SAMP-02337,21.21295,80.41923,,999.0,445.2,0.71,50.0,31.8,1259.7,-1.64,1.014,16.6,0
MOIL-SAMP-02338,21.38233,80.55541,,999.0,348.0,0.489,40.6,32.2,1541.6,0.13,1.602,19.5,0
MOIL-SAMP-02339,21.79467,79.59105,Tirodi Mine,17.38,478.7,0.641,47.4,31.6,1239.7,-6.57,1.175,11.1,0
MOIL-SAMP-02340,21.49279,80.01289,Balaghat Mine (Largest underground Mn mine),38.7,355.6,0.714,24.0,31.8,1374.6,-6.49,1.124,8.6,0
MOIL-SAMP-02341,21.47631,79.91804,Balaghat Mine (Largest underground Mn mine),45.56,408.8,0.636,53.0,29.6,1430.7,-10.29,0.866,13.4,0
